fold_id,cv_tag,html_id,sent_id,text,tag
7,cv784,14394,3,"in addition , rush hour serves as a first-class example of directing a movie with conservative attitude - a feature that is sure to draw in crowds of all types .",pos
7,cv784,14394,4,"the two lead names share equal screen time here , mostly because they spend it together .",pos
7,cv784,14394,5,"jackie chan , in his first completely american production , makes an impressive debut by mixing dialogue with martial arts .",pos
7,cv784,14394,6,"the other martial arts flick from a few weeks ago , knock off , stands no chance against the content of this one .",pos
7,cv784,14394,7,"chan manages to make every fight scene exude grace and poise , and there's no doubt that a large percentage of video sales for this movie will come from viewers who couldn't believe their eyes the first time .",pos
7,cv784,14394,8,"chris tucker , on the opposite side , relates a hilarious comedic approach which smoothes out the rough edges to chan's performance .",pos
7,cv784,14394,9,"he works perfectly with the script , and it's quite likely he lent scribe jim kouf a hand with some of his lines .",pos
7,cv784,14394,10,"almost essential to the action genre , the plot is nonexistent .",pos
7,cv784,14394,11,we're quickly introduced to detective james carter ( tucker ) is a maverick officer for the lapd .,pos
7,cv784,14394,12,cut forward to another scene where the daughter ( julia hsu ) of the american chinese consul ( tzi ma ) is kidnapped by a gang of swarthy characters .,pos
7,cv784,14394,13,"the fbi is quick to the rescue , but the consul insists that one of his men , detective inspector lee ( chan ) , be brought on the case to help .",pos
7,cv784,14394,14,"the fbi resists , but then requests that lapd send a man over to babysit the chinese detective .",pos
7,cv784,14394,15,"it's here that carter and lee hook up , and the two unwittingly solve the case while the fbi rushes in to back them up .",pos
7,cv784,14394,16,"rattner does a fine job of going the extra mile to get his movie to move a step up , but it doesn't quite reach the top tier of action-comedies like last year's grosse pointe blank .",pos
7,cv784,14394,17,"there are moments where the plot strays too far off the straight line it sticks almost exclusively to , and if not for the comedic interactions between tucker and chan , this might be a major drawback .",pos
7,cv784,14394,18,"also , some supporting characters are almost entirely along for the ride , and others are there simply to look menacing .",pos
7,cv784,14394,19,"however , none gives a standoffish performance and they mostly mesh into the background .",pos
7,cv784,14394,20,almost every member of the cast displays some reservation at one point or another - whether it's tucker's toned-down routine or chan's tight rein on his action sequences - and that contributes greatly to this being a watchable movie for all types .,pos
7,cv784,14394,21,"a recommendable visit to the theater , indeed .",pos
7,cv785,22600,0,"when andy leaves for cowboy camp , his mother holds a yard sale and scrounges in his room for old toys .",pos
7,cv785,22600,1,"one of these toys is wheezy , a penguin with a broken squeaker .",pos
7,cv785,22600,2,woody ( tom hanks ) saddles up andy's dog and rides out into the yard to rescue wheezy .,pos
7,cv785,22600,3,"woody succeeds in his mission , but doesn't make it back to the house before al , the unscrupulous owner of al's toy barn , recognizes woody as a rare collector's item and steals him .",pos
7,cv785,22600,4,"buzz lightyear ( tim allen ) leads hamm ( john ratzenberger ) , mr . potato head ( don rickles ) , slinky dog ( jim varney ) , and rex ( wallace shawn ) into the city to find their friend .",pos
7,cv785,22600,5,meanwhile woody discovers the reason he was kidnapped .,pos
7,cv785,22600,6,"al has collected every piece of merchandising from the 1950's tv puppet show "" woody's round-up "" except for a woody doll .",pos
7,cv785,22600,7,"now that the collection is complete , al plans to sell woody and his round-up gang-bullseye the horse , jessie the cowgirl ( joan cusack ) , and stinky pete the old prospector ( kelsey grammer ) -to a toy museum in japan .",pos
7,cv785,22600,8,the gang is happy about the move ; they've been in storage for years waiting for woody .,pos
7,cv785,22600,9,"if woody doesn't go with them , they'll be closed up in a dark box again , possibly forever .",pos
7,cv785,22600,10,"trying to convince him to stay with them , jessie tells woody how she was abandoned when her owner grew up , and woody realizes that his days as a beloved toy are numbered .",pos
7,cv785,22600,11,"while woody ponders whether to go to japan or to go home to andy , buzz and the boys invade al's toy barn , where the buzz we know is replaced by another buzz who doesn't know he's a toy .",pos
7,cv785,22600,12,"the new buzz generates the movie's biggest laughs as he leads the other toys in an assault on "" zurg's fortress "" ( i . e . , al's apartment building ) .",pos
7,cv785,22600,13,"the original "" toy story "" won me over because its central themes reflected a grown-up sensibility rather than the usual this-is-what-we-think-kids-want-to-hear .",pos
7,cv785,22600,14,"while most kids' movies take the position that every person is special and has an extraordinary destiny to fulfill , in "" toy story "" buzz discovered that he wasn't special , that he was just like everyone else .",pos
7,cv785,22600,15,"buzz sank into a suicidal depression , but woody showed buzz that being a toy was worthwhile because a toy is loved and a toy makes a child happy .",pos
7,cv785,22600,16,"in other words , it's okay to be ordinary if you have love and a purpose in your life .",pos
7,cv785,22600,17,most of us probably come to the same conclusion when we realize that we're not space rangers and we're never going to be .,pos
7,cv785,22600,18,""" toy story 2 "" addresses the question raised by the conclusion drawn by the first movie .",pos
7,cv785,22600,19,"woody is forced to recognize that andy will grow up and forget him and that he will likely be discarded , abandoned , or sealed up in a dark box in the attic .",pos
7,cv785,22600,20,this is another big grown-up theme : everything ends .,pos
7,cv785,22600,21,the theme is introduced early in the movie when woody's arm is torn and andy places him on a shelf rather than taking him to cowboy camp .,pos
7,cv785,22600,22,"on the shelf , woody meets wheezy , who's dusty , broken , and forgotten .",pos
7,cv785,22600,23,"the other toys are shocked that woody has been "" shelved , "" and they worry that woody's ride out to the 25-cent box at the yard sale is a suicide attempt .",pos
7,cv785,22600,24,"after he's stolen , woody has to decide between a long life in a display case and an uncertain future with andy and his pals .",pos
7,cv785,22600,25,"of course , in spite of the heavy themes "" toy story 2 "" explores , it's also very funny .",pos
7,cv785,22600,26,most of the laughs come from the toys' assault on al's toy barn and on the apartment building .,pos
7,cv785,22600,27,"the brief substitution of a new , still delusional buzz was a welcome surprise ; i'd wondered how a sequel could be as funny as the original without the pompous attitude buzz displayed in the original .",pos
7,cv785,22600,28,most of the vocal performances are first-rate .,pos
7,cv785,22600,29,tom hanks stands out for the level of enthusiasm he puts into his work .,pos
7,cv785,22600,30,"however , one voice-over also stands out as horribly miscast .",pos
7,cv785,22600,31,kelsey grammer sounds nothing like an old prospector .,pos
7,cv785,22600,32,"although he does a lot of voice-over work in commercials and on "" the simpsons "" ( as sideshow bob ) , grammer only makes slight variations on his own voice .",pos
7,cv785,22600,33,he doesn't have the range to pull off a role like stinky pete .,pos
7,cv785,22600,34,the animation is even better than in the first .,pos
7,cv785,22600,35,especially impressive were the textures of the figures .,pos
7,cv785,22600,36,"we can now see the difference between flesh and plastic ; in the first movie the people looked just like the toys , but now human skin looks soft and has a slight bluish tint .",pos
7,cv785,22600,37,we can also see that bo peep is porcelain .,pos
7,cv785,22600,38,"as you can tell from the long-winded phrasing common in the merchandising -- "" disney and pixar's 'toy story 2' "" -- this is pixar's coming out party .",pos
7,cv785,22600,39,"to celebrate they appended their first project , a hilarious short about two desklamps and a rubber ball , to the beginning of the movie .",pos
7,cv785,22600,40,"they made the short in 1986 , which is incredible when one considers the relatively primitive level of computer technology available then .",pos
7,cv785,22600,41,"on the downside , "" toy story 2 "" follows the formula of the original so closely that the sequel comes off a bit stale , and some sections tend to drag .",pos
7,cv785,22600,42,"overall , though , i had a great time and found "" story 2 "" to be a worthy successor to the first "" toy story . """,pos
7,cv785,22600,43,bottom line : this one really is fun for the whole family !,pos
7,cv786,22497,0,"david lynch's "" blue velvet "" begins and ends with colorful , bright shots of flowers and happy americans mowing their lawns in a seemingly perfect american town .",pos
7,cv786,22497,1,"however , what lies inside this nominally safe atmosphere is a "" strange world "" of drug dealers , sadists , and murderers .",pos
7,cv786,22497,2,"the opening and closing shots are a wonderful contrast to the rest of the gloomy , disturbing film .",pos
7,cv786,22497,3,they show not to make assumptions from first glance and that oddness is common in all places under all circumstances .,pos
7,cv786,22497,4,"odd would be a perfect adjective to describe this film , its characters , its direction , and its story .",pos
7,cv786,22497,5,"thankfully , the obscurity that "" blue velvet "" relies on is enough to make this film enjoyable .",pos
7,cv786,22497,6,"since its elements are so originally weird , you never know what will happen next .",pos
7,cv786,22497,7,this is the main goal of a movie ; to be spontaneous and surprising .,pos
7,cv786,22497,8,""" blue velvet "" miracuously succeeds at this even though it contains mediocre acting .",pos
7,cv786,22497,9,lynch creates such a hypnotic world that it is hard to resist his style of story telling .,pos
7,cv786,22497,10,the film starts off with the discovery of a severed ear by a college boy ( kyle maclachlan ) .,pos
7,cv786,22497,11,from this point maclachlan finds himself involved with a lounge singer ( isabella rossellinia ) who has lost her son and husband to a kidnapping .,pos
7,cv786,22497,12,the plot is much more detailed than the aforementioned and this is what makes david lynch's story telling so amazing .,pos
7,cv786,22497,13,"maclachlan becomes involved in a forbidden relationship , in another relationship that could have been taken straight out of a high school flick , and he is put into the shoes of a drug dealer who has some wild adventures with some wild friends .",pos
7,cv786,22497,14,"through these multiple stories , maclachlan lives multiple lives and as we follow maclachlan , we are introduced to a variety of interesting subplots .",pos
7,cv786,22497,15,lynch masterfully builds these subplots but he does not piece them all together in the very end and make a convenient crowd pleasing conclusion .,pos
7,cv786,22497,16,instead he leaves some ambiguity and forces those curious enough to get the real meaning to watch the film several several times .,pos
7,cv786,22497,17,lynch has been known to do this with a number of his films meaning he may be too esoteric for some hoping to get a hollywood ending where the good guy gets the girl and everything turns out fine .,pos
7,cv786,22497,18,"however , for fans of odd difficult indies , "" blue velvet "" could be just what they are looking for .",pos
7,cv786,22497,19,"it is very hard to discuss "" blue velvet "" without discussing the performance of dennis hopper's sadistic frank .",pos
7,cv786,22497,20,most of the other actors in the film were not very memorable .,pos
7,cv786,22497,21,"kyle maclachlan lacked one important aspect for his role , a personality .",pos
7,cv786,22497,22,laura dern was consistently annoying .,pos
7,cv786,22497,23,but dennis hopper stole every scene he was in .,pos
7,cv786,22497,24,his evil character was just plain old frightening in his mannerisms from his obsession to velvet to his incessant breathing from a gas mask .,pos
7,cv786,22497,25,frank is a character that comes along once in a blue moon .,pos
7,cv786,22497,26,many producers know this and have inevitably begun to typecast hopper as the bad guy .,pos
7,cv786,22497,27,"just like his villain in "" speed "" , hopper is over the edge with cursing and screaming every chance he has to speak .",pos
7,cv786,22497,28,"this harshness is exactly what frank is , so weird and twisted that it is hard not to look at him , even if he theatens you to look away .",pos
7,cv786,22497,29,""" blue velvet "" has characters and stories you will never see in a movie again .",pos
7,cv786,22497,30,for this sole reason it is recommended .,pos
7,cv786,22497,31,but also see it to admire lynch's obsession to avoid the norm .,pos
7,cv786,22497,32,"even if this film is a little too weird for you , it's hard not to congratulate a guy for trying something new and sticking to it .",pos
7,cv787,13743,0,"if chris farley had strapped some fake mutton-chop sideburns to each side of his head , spoken with a thick irish accent , and tried his damnedest to play it straight , he wouldn't have been nearly as funny as brendan gleeson in "" i went down . """,pos
7,cv787,13743,1,"gleeson , who's not dissimilar to the late "" saturday night live "" alumnus in terms of physical attributes , plays a character named bunny kelly in this delightful irish film .",pos
7,cv787,13743,2,"bunny is sent to county cork to "" retrieve "" one frank grogan for an irish gangster called tom french ( well dressed like all good gangsters should be and menacingly portrayed by tony doyle ) .",pos
7,cv787,13743,3,"bunny is to accompany git hynes ( peter mcdonald ) , recently released from prison and obligated to tom for disfiguring one of his cronies .",pos
7,cv787,13743,4,that tom french is a mean bollocks .,pos
7,cv787,13743,5,he wants frank back .,pos
7,cv787,13743,6,"and a small matter of some ? 25 , 000 that tom's wife was supposed to have given to frank .",pos
7,cv787,13743,7,for this he won't break anyone's thumbs .,pos
7,cv787,13743,8,maybe .,pos
7,cv787,13743,9,"inventively and engagingly written by conor mcpherson and directed by paddy breathnach , "" i went down "" follows the trials and tribulations of git and bunny as they knock around peat bogs , dimly-lit pubs , and seedy hostelries trying to stay alive and out of trouble .",pos
7,cv787,13743,10,"mcdonald is a newcomer and a promising one at that , but gleeson has been in over a dozen movies , most recently as father bubbles in another film with a very irish accent on hilarity , "" the butcher boy . """,pos
7,cv787,13743,11,"even if you can't comprehend half of what they're saying , gleeson and mcdonald together make "" i went down "" a trip worth taking .",pos
7,cv787,13743,12,"the film is in many ways reminiscent of another "" little "" independent feature , 1991's "" highway 61 . """,pos
7,cv787,13743,13,"that film , too , was a road movie and it shares the same kind of wry dialogue and humorous situations as mcpherson's tale : whimsical observations on life , carefully-crafted vignettes , deadpan conversational asides , and scenes that'll make you laugh out loud .",pos
7,cv787,13743,14,"witness the episode in which our good-natured protagonists bind frank ( played by peter caffrey ) to a hotel bed , leaving him with only the tv remote for company .",pos
7,cv787,13743,15,"that sequence alone is on a par with satan locking himself out of his car in "" highway 61 . """,pos
7,cv787,13743,16,"what's also charming about "" i went down "" is how the relationship between buddy and git develops .",pos
7,cv787,13743,17,"their trip becomes an education for both of them , but the way it's handled is neither sappy nor labored .",pos
7,cv787,13743,18,"the only thing in the film which approaches clunkiness is the culminating explanation , via flashbacks , of the relationship between frank and tom .",pos
7,cv787,13743,19,"it's a little too hollywood , and what makes "" i went down "" so refreshing is the fact that it rarely panders to traditional conventions of hollywood gangster movies .",pos
7,cv787,13743,20,sure it's gritty--make that grubby--but it's also pretty goofy .,pos
7,cv787,13743,21,"although "" i went down "" emphasizes the comedic elements of dis-organized crime , there are a couple of fairly brutal scenes in keeping with the subject matter .",pos
7,cv787,13743,22,"don't let these deter you , though ; "" i went down "" is a little gem .",pos
7,cv787,13743,23,it's only playing at one philadelphia-area theater--and i suspect it won't be there for long--so catch it while you can .,pos
7,cv788,25272,0,""" you leave little notes on my pillow .",pos
7,cv788,25272,1,i told you a million times i can't stand little notes on my pillow .,pos
7,cv788,25272,2,'we are all out of corn flakes - f . u . ',pos
7,cv788,25272,3,"it took me three hours to figure out that 'f . u . ' was felix unger . """,pos
7,cv788,25272,4,"--- a frustrated oscar madison ( walter matthau ) running down a list of his complaints against his roommate felix unger ( jack lemmon ) , in the odd couple .",pos
7,cv788,25272,5,"the classic neil simon comedy ( based on his own stage play ) about suicidal felix ( lemmon ) , who is persuaded by his poker friend oscar ( matthau ) to stay with him in his apartment after felix's wife throws him out and files for divorce .",pos
7,cv788,25272,6,"the hook : oscar is messy and likes his apartment that way , while felix is an obsessive/compulsive neat freak .",pos
7,cv788,25272,7,"the two men , despite their friendship , instantly clash .",pos
7,cv788,25272,8,movies just aren't as delightfully funny as this one is .,pos
7,cv788,25272,9,"every line of neil simon's dialogue flows like comedic poetry , and all the actors are just perfect in their performances .",pos
7,cv788,25272,10,"lemmon is at his best as the anxiety ridden felix , but it's matthau who shines brightest as oscar , whose world is being invaded and rearranged , mostly against his wishes ( the type of character i always enjoy identifying with ) .",pos
7,cv788,25272,11,and who can forget that catchy score by neal hefti ?,pos
7,cv788,25272,12,the best thing about the film ( and this is a testament to the quality of the writing ) is that it's a comedy with substance .,pos
7,cv788,25272,13,"these two men , even while at each other's throats , genuinely care for one another as friends .",pos
7,cv788,25272,14,"when they clash , it isn't cartoonish hatred being displayed , but genuine frustration with the fact that they are such good friends but just cannot manage to co-exist .",pos
7,cv788,25272,15,"movies nowadays , take grumpy old men for example , just don't have that extra spark there .",pos
7,cv788,25272,16,these days it's just animosity for the sake of comedy .,pos
7,cv788,25272,17,"a television series followed ( starring jack klugman and tony randall ) , which i'll admit i've never seen an episode of in its entirety , and neil simon even scripted the sequel , the odd couple ii , which was released in 1998 .",pos
7,cv788,25272,18,neither of them compare to this comic masterpiece though .,pos
7,cv788,25272,19,it's one of the best comedies of all time and easily earns its spot in my top ten favorite films .,pos
7,cv789,12136,0,"ingredients : lost parrot trying to get home , friends",pos
7,cv789,12136,1,synopsis : a russian janitor named misha ( tony shalhoub ) discovers a little old parrot languishing in the basement of a science research facility .,pos
7,cv789,12136,2,""" paulie the talking parrot "" ( the voice of jay mohr ) soon regales misha with his life story .",pos
7,cv789,12136,3,"as a young bird paulie is raised by marie ( hallie kate eisenberg ) , a little girl with a speech impediment .",pos
7,cv789,12136,4,"by attending marie's speech lessons , paulie learns to act/speak like a regular person .",pos
7,cv789,12136,5,"unfortunately , after being unfairly blamed for an accident , paulie is taken to a pawn shop and sold .",pos
7,cv789,12136,6,paulie's biggest wish is to return to marie .,pos
7,cv789,12136,7,"many years later , and after a succession of memorable owners ( gena rowlands , cheech marin , and jay mohr ) , paulie falls in with a bad crowd and is apprehended in los angeles trying to steal jewelry .",pos
7,cv789,12136,8,"he is sent to a cruel research facility , where he refuses to participate and is imprisoned the basement .",pos
7,cv789,12136,9,will misha help paulie get back to marie ?,pos
7,cv789,12136,10,"opinion : every time people watch movies that portray animals as beings with cute human personalities , some well-meaning audience members go out next christmas or birthday and buy a dalmatian or whatever creature is currently popular .",pos
7,cv789,12136,11,"soon enough , "" birthday kid "" loses interest and the purchased pup ends up at the local pound , a victim of neglect .",pos
7,cv789,12136,12,"my sister owns a real paulie : it thinks like a parrot , bites like a parrot , and requires as much attention as a newborn human infant .",pos
7,cv789,12136,13,please think twice before buying one .,pos
7,cv789,12136,14,okay . back to the story .,pos
7,cv789,12136,15,"in movies , parrots usually play support characters , but paulie might be the first movie where the ( animatronic ) bird gets main billing .",pos
7,cv789,12136,16,"paulie , like those side characters in disney cartoons , is cute and sassy , a strutting , miniature human .",pos
7,cv789,12136,17,"actually , paulie is the voice of jay mohr ( he played jennifer aniston's boyfriend on picture perfect ) doing his best buddy hackett impression ( which is interesting , since hackett himself cameos as the pawn shop owner , and mohr doubles as a customer ) .",pos
7,cv789,12136,18,paulie is for kids .,pos
7,cv789,12136,19,"while watching paulie you hear little tykes in the theater laughing hysterically when paulie calls the cat a "" stupid furball . """,pos
7,cv789,12136,20,"sometimes , however , there are statements the kids don't get .",pos
7,cv789,12136,21,"for example , when paulie's elderly owner ivy ( gena rowlands ) dies , paulie explains , "" well , one day , the cat got her . """,pos
7,cv789,12136,22,"and you hear kids exclaim , "" what cat ? ! """,pos
7,cv789,12136,23,"imagine lassie come home , except with a doll-sized human dressed as a bird , and you'll have a good idea of the plot and characterization .",pos
7,cv789,12136,24,bird tries to get home .,pos
7,cv789,12136,25,bird meets elderly friend .,pos
7,cv789,12136,26,bird loses elderly friend .,pos
7,cv789,12136,27,bird meets eccentric friend .,pos
7,cv789,12136,28,bird loses eccentric friend .,pos
7,cv789,12136,29,bird meets bad influence .,pos
7,cv789,12136,30,"and so on and so forth , with paulie meeting friends and saying goodbye at a meandering pace until he finally makes it back to marie ( trini alvarado ) .",pos
7,cv789,12136,31,the bottom line ?,pos
7,cv789,12136,32,"break out the popcorn money , moms and dads .",pos
7,cv789,12136,33,"paulie may be the low end version of lassie , bambi , or babe , but he'll do .",pos
7,cv789,12136,34,"sometimes the wisecracks go over their heads , but i'm sure youngsters can appreciate a story about a little person ( paulie ) trying to get home , meeting friends and experiencing moral lessons on the way .",pos
7,cv789,12136,35,"and good luck explaining what it means when paulie says of ivy , "" well , one day , the cat got her . """,pos
7,cv790,14600,0,"tempe mills cinema , az--this movie had us in non-stop stitches from beginning to end .",pos
7,cv790,14600,1,all those promotional clips that have been on tv for the past month came from the first five minutes of the movie .,pos
7,cv790,14600,2,"if you thought they were funny , see the rest of the movie .",pos
7,cv790,14600,3,it's hilarious .,pos
7,cv790,14600,4,how does one go about making a movie about a couple guys whose only claim to fame is synchronized head-bopping on snl to exactly one song ?,pos
7,cv790,14600,5,easy .,pos
7,cv790,14600,6,"write an interesting script around tried-and-true ideas , add some good lines and satire , and voil ? , you end up with an excellent , well-done , very entertaining flick .",pos
7,cv790,14600,7,will and chris are idiot brothers forced by their father to work begrudgingly in the family flower business during the day .,pos
7,cv790,14600,8,"at night they pursue their life-long ambition to loose their virginity in failed attempts to get into the roxbury in beverly hills , ca , the only disco act worth going to .",pos
7,cv790,14600,9,"the only problem , the place is so popular and the waiting line so long that by the time the brothers make it to the front door , the roxbury closes , all the while bearing witness to guys with one-hundred-dollar bills and movie stars like richard grieco who get past the doorman without fuss .",pos
7,cv790,14600,10,"the script authors ( steve koren , will ferrell and chris kattan ) cleverly devised a way for our boys to get into the roxbury .",pos
7,cv790,14600,11,"their flower-shop van is rear-ended by richard grieco , who fears a law-suit and is surprised to see the idiots are too star-struck to think about the car accident they just had , but not about getting into the roxbury .",pos
7,cv790,14600,12,"grieco happily takes them in , even introduces them to the owner , which has the added benefit of enhancing the financial appearance of the idiot brothers in the eyes of a couple of gold diggers ( elisa donovan and gigi rice ) who bet their time and bodies on will and chris .",pos
7,cv790,14600,13,what follows are some of the best slap-stick dancing routines ever .,pos
7,cv790,14600,14,"the music is superb , and could have only been made better had the producers added patrick hernandez's born to be alive .",pos
7,cv790,14600,15,"the choreography at times was a parody of an era gone by , for example , the bee gees and their stayin' alive .",pos
7,cv790,14600,16,"it is nostalgic for those of us who remember that far back , and the technique is a clever adaptation that worked well in forest gump .",pos
7,cv790,14600,17,one of the funniest scenes is when the gold diggers discover that will,pos
7,cv790,14600,18,"and chris don't have any mone y , and dump both on the spot , even expressing violence and anger that they gave sex away .",pos
7,cv790,14600,19,an art-imitates-life poke at shallow women .,pos
7,cv790,14600,20,it's a scene that's an approximate parody of the vinegar's own rolf luedeke's editorial this week national organization for men ( nom ) replaces now .,pos
7,cv790,14600,21,"ted "" unabomber """,pos
7,cv790,14600,22,"kaczynski , himself rejected for not having money , will identify well with this scene , if he ever watches the movie .",pos
7,cv790,14600,23,"of course , the script wouldn't be complicated enough without adding molly shannon , the girl next door who has had a crush on will since they were kids , and who will has had an aversion to in quest of good-looking disco blondes ( proof that men will turn down perfectly good women when there are bay watch babes always lurking nearby ) .",pos
7,cv790,14600,24,"nevertheless , will's father wants him to marry molly anyway , but thinks idiot chris is standing in the way and sends him into guest-quarter exile .",pos
7,cv790,14600,25,"during the wedding ceremony , will's heart isn't exactly into getting married , and when his brother appears on the balcony with a ghetto blaster and more head-bopping music , will thinks worse of the knot-tieing idea and runs to chris .",pos
7,cv790,14600,26,definitely an snl parody of the graduate where katharine ross changed her mind for the screaming dustin hoffman in the church balcony .,pos
7,cv790,14600,27,"i found this scene a riot , however , it went over brandi's head -- she was born seven years after the graduate first appeared .",pos
7,cv790,14600,28,"the scene has a good punch line when molly shannon marries , instead , the step-in buddy/weight-lifter ( who looks like he could pass for the son of gary busy ) and who has been lusting for a good-looker for a long time , but ready now to take anyone .",pos
7,cv790,14600,29,more art-imitates-life stuff -- not even muscles can substitute for money in the real world .,pos
7,cv790,14600,30,"the idiots' mother is played by loni anderson , whose barbie-doll looks",pos
7,cv790,14600,31,"don't play well anymore ( she's a bit old ) , and whose cleavage looks like someone botched a tracheotomy too low down .",pos
7,cv790,14600,32,i recommend this movie for anyone who wants to have a lot of fun or in,pos
7,cv790,14600,33,need of a lot of laughs .,pos
7,cv790,14600,34,go with a date .,pos
7,cv790,14600,35,"brandi laughed non-stop , as i",pos
7,cv790,14600,36,"did , and a deaf-mute might have concluded i was tickling her continuously for 105 minutes .",pos
7,cv791,16302,0,there is nothing like american history x in theaters or on video .,pos
7,cv791,16302,1,"no other feature film takes such a cold hard look at the lure , the culture , and the brotherhood of white supremacy .",pos
7,cv791,16302,2,"nice guy ed norton jr . ( who sang in everyone says i love you ) plays derek , a twenty-year old skinhead .",pos
7,cv791,16302,3,"dad's subtle racism grew large in derek , after gang members killed his father .",pos
7,cv791,16302,4,dad was fighting a fire when they shot him .,pos
7,cv791,16302,5,now derek keeps his head shaved and has a giant swastika tattooed over his heart .,pos
7,cv791,16302,6,derek is more interested in the ideas of white supremacy than in its culture of violence .,pos
7,cv791,16302,7,"at a basketball court , black and white tempers flare .",pos
7,cv791,16302,8,"derek channels the aggression into a game , black versus white , for ownership of the courts .",pos
7,cv791,16302,9,"when the choice presents itself , derek goes for game point instead of the sucker-punch .",pos
7,cv791,16302,10,cameron ( stacy keach ) steps in to derek's life as a surrogate father .,pos
7,cv791,16302,11,he takes derek under his wing and nurtures his racist feelings .,pos
7,cv791,16302,12,"keeping his own criminal record spotless , he uses derek as a leader and organizer for high-visibility racial intimidation .",pos
7,cv791,16302,13,derek obliges by leading his younger and dumber friends in race-motivated mob crimes .,pos
7,cv791,16302,14,"at the bottom of the chain , derek's younger brother danny ( edward furlong , made famous in terminator 2 ) joins the skinheads not for ideological or intellectual reasons , but because he admires his brother and he wants to belong .",pos
7,cv791,16302,15,"one night three black youths break into derek's truck , which is exactly what derek has been waiting for .",pos
7,cv791,16302,16,"outside in his shorts and his tattoo , he shoots them all .",pos
7,cv791,16302,17,"the third would-be thief , unarmed , is only wounded .",pos
7,cv791,16302,18,"in the key scene of the film , derek commands the kid into a position where he can be killed with one glorious , enraptured , awful stomp .",pos
7,cv791,16302,19,"( the fun-spoiling nc-17 of orgazmo seems even more inappropriate , considering american history x was rated r . what sort of country is this that says sex comedies are a bigger threat to our youth than brutal , ecstatic violence ? )",pos
7,cv791,16302,20,the police arrive just as derek kills the last thief .,pos
7,cv791,16302,21,"derek does not resist the cops , and as they spin him around to cuff him , the film slows down .",pos
7,cv791,16302,22,"derek raises his eyebrows and smiles at his little brother in a chilling , sadistic , satisfied grin .",pos
7,cv791,16302,23,"now in prison , derek faces new challenges .",pos
7,cv791,16302,24,"as the black man in the laundry tells him , "" in the joint , you the nigra , not me . """,pos
7,cv791,16302,25,"there is a clique of swastika-wearing skinheads , but they are not interested in the ideology of white supremacy .",pos
7,cv791,16302,26,they only use the symbols as a means of intimidation .,pos
7,cv791,16302,27,"derek finds himself truly alone , truly in danger , and truly afraid .",pos
7,cv791,16302,28,"when derek finally gets out of prison , he finds that his friends from the gang have also changed .",pos
7,cv791,16302,29,"without derek's leadership , they have shunned the white supremacist ideology for the white supremacist culture .",pos
7,cv791,16302,30,it is the final factor that makes him realize how badly he's screwed up .,pos
7,cv791,16302,31,"in the end , he spends quality time with is brother trying to undo the respect and admiration he had earlier inspired in danny .",pos
7,cv791,16302,32,"the film ends a little too deliberately , too neatly after the unchained emotion and violent glee of the rest of the film , but it barely detracts from the overall experience .",pos
7,cv791,16302,33,edward norton gives an oscar-worthy performance .,pos
7,cv791,16302,34,"although some of his dialogue seemed to be written without enough conviction , norton's performance compensated .",pos
7,cv791,16302,35,( an example that comes to mind is his pep talk before looting the store . ),pos
7,cv791,16302,36,he also captured the essence of an older brother .,pos
7,cv791,16302,37,"he took his responsibility as a role model to his younger brother very seriously , very lovingly , both before and after his change of heart .",pos
7,cv791,16302,38,"though clearly not for all tastes , this film is bold and daring .",pos
7,cv791,16302,39,"the subject matter is ugly , cruel , and at times hard to look at .",pos
7,cv791,16302,40,nevertheless its subjects are part of humanity's great face .,pos
7,cv791,16302,41,"kaye gives us a good look at this fascinating , if distasteful , american subculture .",pos
7,cv792,3832,0,"john von neumann , progenitor of the computer age and critically important mathematician on the manhattan project , pointed out long ago that there is a great way to explore the cosmos , even without recourse to faster-than light travel .",pos
7,cv792,3832,1,you send out self-replicating robot ships which explore and radio back information .,pos
7,cv792,3832,2,"it may take decades , centuries , or millennia , but it can be done with achievable technology , and doesn't require a magical faster-than-light drive .",pos
7,cv792,3832,3,"in the fifties , british astronomer fred hoyle improved on this plan by suggesting that it would be better to radio plans for a complex computer and a program for it ; any civilization capable of receiving the transmission could build the computer , which would then engage in a real-time dialog with the aliens , exchanging information and technologies , and hopefully arranging to send back what it had learned .",pos
7,cv792,3832,4,"about thirty-five years ago , the bbc contracted with astronomer/writer fred hoyle and writer frank elliot to create the scripts for a mini-series called a for andromeda .",pos
7,cv792,3832,5,"afa concerned the reception of a hoyle transmission , the construction of a huge computer , the computer's analysis of life on earth , and its creation of an apparently human intermediary to facilitate communication .",pos
7,cv792,3832,6,she was played with ethereally inhuman perfection by the then-unknown julie christie .,pos
7,cv792,3832,7,"audience response was so strong that the bbc contracted for a sequel , andromeda breakthrough , which played to equally high ratings .",pos
7,cv792,3832,8,"dennis feldman , whose previous credits include the golden child , has never been noted for coherent , well-structured movie scripts ; they start out great , and then disintegrate into a morass of chase and action , mitigated only by the presence of the obligatory beautiful girl .",pos
7,cv792,3832,9,"feldman writes good scenes , but has no idea how to tell a story or write a movie , even with a previous version to use as a model .",pos
7,cv792,3832,10,"now , in species , we have a mundane retread of the andromeda plotline , derailed by a preoccupation with removing the clothes from the leading lady and further ruined by a mediocre attempt to emulate several recent horror films in terms of splatter , gore , and chases .",pos
